CIPLA,GAIL,HDFC,INFY,ITC,M&M,MARUTI,RELIANCE,TCS,TITAN,DHFL,IDBI,PNB,VOLTAS,SUNTV,TATA POWER,NBCC,MRPL,IGL,RELINFRA,SUZLON,RAYMOND,PVR,ASHOKA,BAJAJELEC,VENKEYS,CENTURYPLY,BOMDYEING,LEMONTREE,SONATSOFTW
659.6,383.35,1924.85,1415.4,313.4,976.45,9245.25,1291.5,2050.9,890.9,656.65,61.3,85.25,623.55,768.85,75.6,73.25,84.4,285.65,421.8,7.1,820.15,1321.8,141.85,553.55,2869.25,228.95,114.2,,354.25
648.3,364.25,1955.15,1424.7,311.65,980.5,9427.95,1319,2069.2,888.3,666.8,60.85,82.9,629.55,771.8,74.85,72.45,81.95,282,423.9,7.15,824.4,1333.65,137.45,542.1,2820.45,224.7,109,,350.6
643.5,367.45,1956.25,1410.1,312.8,983.85,9368.1,1294.2,2072,882.8,666.45,60.95,84.15,627.35,768.05,76.9,72.6,80.9,288.1,439.3,7.2,826.9,1365.7,137.2,543.7,2858.75,224.95,110.1,,349.3
649.45,376.2,1934.15,1416.2,319.85,982.95,9205.8,1274.45,2082.4,878.35,665.35,60.95,85.1,623.7,765,76.1,72.25,81.4,290.5,463.95,7.05,846.65,1369.3,137.7,544.95,2818.25,221.3,111.4,,348.45
662.15,372.2,1935.95,1441.1,319.85,965.3,9096.4,1241.65,2078.4,891.9,667.65,62.7,88.15,614.8,766.2,76.7,72.05,80.85,290.4,477.95,7.15,843.25,1372.75,138.25,566.7,2770.9,223.35,114.15,,353.6
649.1,368.3,1944.8,1434.25,313.2,947.8,8902.15,1229.15,2052.9,912.75,679.25,61.15,86.35,601.7,778.15,78.2,72.9,79.75,290.3,472.95,7.15,839.25,1382.65,139.35,570.55,2762.65,222.35,113.75,,345.75
643.9,359.45,1954.8,737.15,309.6,931.75,8868.5,1241.95,2098.9,880.9,651.75,59.75,83.15,600.7,723.55,73.35,69.2,76.9,282.5,452.85,6.9,805.75,1339.35,133.95,545.4,2735.65,219.1,115.75,,353.25
646.55,362,1937.4,729.9,310.25,929.4,8896.1,1227,2079.25,863.9,646.5,59.3,83.1,588.5,720.3,74.9,67.95,73.8,272.4,479.55,6.9,788.15,1324.8,134.6,536.7,2633.1,211,112.45,,360.15
662.1,365.6,1956.15,727.15,310.8,934.95,8759.85,1261.4,2075.3,867.15,648.6,59.15,83.25,596.25,697.8,75.05,67.8,77.15,273.95,469.75,6.9,795.85,1340.5,133.55,539.2,2630.85,210.55,110.15,,372.8
664.75,377.2,1920,732.8,310.45,973.7,8719.2,1278.6,2079.85,867.45,647.75,59.85,84.4,599.35,694.95,75.2,71.05,77.85,276.05,473.55,7.05,807.9,1366.15,136.85,534.8,2657.35,207,111.1,,367.25
668.05,377.7,1883.55,730.85,306.55,937.35,8639.4,1255.85,2080.75,857.55,632.3,57.85,82.7,583.3,691.35,73.8,68.95,75.95,270.9,465.6,7.1,788.6,1343.9,136.05,532.85,2617.3,195.55,110.9,,361.8
654.9,372.15,1868.05,734.3,297.2,943.15,8517.05,1237.7,2046.25,820.75,611.7,57.4,81.7,575.6,666.7,74.45,67.25,74.2,264.85,457.2,6.95,779.1,1352.85,130.65,525.75,2595.3,198.9,111.1,,367.95
656.45,370.1,1877.8,742.9,306.8,938.15,8493.95,1252.5,2043.95,826.45,610.15,57.7,81.15,586,680.35,74,66.85,72.85,269.7,440.15,7,783.4,1391.55,128.9,530.05,2543.9,204.15,110.1,,372.15
666.4,369.95,1925.45,733.7,307.15,951.9,8626.7,1253.15,2065.4,842.6,614.2,58.5,82.8,617.25,687.95,76.2,68.3,74.05,272.1,452,7,794.35,1379.1,122.3,539.8,2555.65,208.55,115.6,,394.4
664.9,372.55,1878.85,725.95,302,950.85,8537.8,1225.9,2074.15,823.45,610.2,58.15,83,598.65,674.85,77.9,68.45,78.65,270.85,447.3,7.65,798.8,1396.3,115.65,541.9,2811.2,212.1,118.15,,409.8
663.7,374.8,1855.7,719.1,303.25,946.55,8399.15,1217.15,2070.75,824.9,610.55,56.25,79.3,578.65,672.5,74.6,67,73.65,261.05,427.85,7.3,785.55,1339,116.05,532.6,2716.45,205.35,118.6,,405.5
660.6,384.55,1830.65,719.75,299.65,948.9,8210.35,1210.75,2077.9,823.6,610.55,57,79.25,567.85,655.15,75.55,64.8,74.95,256.35,386.45,7.15,774.95,1338.35,117.3,526.5,2676.3,199.5,124.5,,413.4
653.2,390.15,1839.4,705.3,303.95,959.9,8040.15,1217.5,2103.15,800.6,350.55,56,72.85,562.85,664.1,72.9,64.9,75.05,250.1,343.7,6.75,752.45,1344.05,113.05,516.1,2563.7,197.7,127.7,,388.5
645.6,380.9,1718.7,718.25,297.95,896.05,7793.05,1232.05,2198.45,791.1,393.9,52.7,69.2,568,632.55,69.1,62.7,74.2,257.3,329.45,6.5,727.3,1287.35,113.1,516.35,2541.25,190.7,123.75,,380.1
661.75,369.9,1773.35,726.2,301.15,893,7999.45,1230.6,2183.2,796.85,299.45,51.9,66.95,577.25,639.9,70.3,63.85,72.8,264.75,318.35,6.2,721.25,1253.65,116.8,503.05,2504.55,187.15,120.5,,382.25
672.8,375.1,1767.45,717.85,293.15,893.35,7842.55,1251.4,2142.15,814.7,305.45,52.5,67.05,571.55,635,70.25,64.1,75.1,267.75,321.15,6.2,727.55,1285.4,113.9,491.9,2458.15,186.9,120.35,,382.65
659.35,377.7,1729,724.8,293.3,877.45,7553.05,1253.75,2188.85,821.45,290.2,48.85,62.5,536.15,620,68.6,61.65,74.7,257.15,303.75,5.95,701.65,1255.1,110.3,491.55,2401.4,190.15,117.2,,371.1
654.05,379,1754.5,730.05,297.75,860.95,7347.95,1257.95,2183.7,805.6,274.95,50.2,59.7,532.2,614.25,65.85,58.5,71.8,242.95,300.2,5.45,663.4,1201.75,104.35,502.55,2185.1,180.55,118.25,,369.55
654.15,381,1806.35,746.65,297.1,847.6,7463.95,1231.7,2255.55,809.75,318.5,54.1,63.2,536.4,653.65,67.95,58.7,69.5,247.6,299.1,5.65,668.6,1224.9,106.6,500.5,2160.65,176.2,116.75,,359.5
654.55,381.75,1797.55,728.5,295.2,791.6,7246,1205.1,2162.85,794.5,317.65,55.65,64.65,529.7,628.5,67.5,57.6,71.85,241.2,301.75,5.9,667.1,1227.85,110.85,495.7,2169.8,178.1,112.3,,353.85
638.4,367.95,1778.45,707.2,287.1,794.7,7198.75,1122.25,2064.8,776.7,297.3,56.95,64.8,515.5,638.6,66.85,56.75,70.5,235.35,297.1,5.7,660,1199.55,107,496.25,2105.2,172.75,106.75,,329.8
636.65,332.05,1708.65,724.6,276.5,769.55,6904.35,1048.85,2102.65,792.1,275.15,57.4,63.85,506.45,610.55,62.85,53.5,64,221.7,289.6,5.5,656.35,1168.3,103.5,488.75,2071.95,161.7,106.95,,316.05
638.8,343.9,1667.7,714.45,273.2,774.85,6889.75,1109.4,2077.55,813.55,223.1,58.65,62.85,479.15,619.65,61.5,54.3,64.45,220.95,286.7,5.5,632.9,1179.8,97.55,477.55,2118.6,159.65,107.05,,319
639.35,333.5,1712.75,717.75,268.5,764.8,6699.45,1090.05,2091.8,749.5,245.05,58.8,62.65,484.65,610.7,60.95,52.7,63.45,224.1,295.65,5.35,600.45,1208,106.55,495.1,2081.45,159.35,112.3,,318.95
639.6,336.35,1736.95,700.45,270.1,764.1,6985.85,1102.1,2043.6,788.55,284.5,59,66.3,515.55,643.55,65,54.95,69.95,235.6,310.5,5.75,651.7,1297.2,107.5,508.25,2331.3,169.3,114.4,,334.45
616.2,350.25,1684.55,673.35,265.2,730.15,6875.5,1087.8,1979.95,778.9,289.65,58.8,64.3,498.3,636.5,62.25,52.5,77.5,229.75,300.85,5.55,632,1257,108.95,491.3,2196.25,169.35,115.05,,321.85
622.9,359.3,1730.3,678.8,275.2,768.5,7287.2,1126.55,1918.3,805.15,292.25,59.05,66.5,510.4,653.95,68.85,53.4,83,241.7,329.2,5.8,662.9,1323.95,115.35,498.65,2279.2,176.4,109.3,,321.1
647.85,351.05,1732.9,698.8,282.5,749,7182,1139.75,1949.5,807.2,281.6,59.35,67.55,500.15,649.45,71.25,54.25,82.25,241.15,327.55,6.2,672.9,1310.05,115.9,502.85,2576.45,177.9,103.85,,337.9
639.75,352.3,1756.25,695.25,282.65,777.7,7150.9,1163.8,1962.3,810.6,268.8,59.5,69.95,508.65,670.45,73.8,56.4,84.8,247.1,335.45,6.45,673.35,1341,116.2,531.3,2608.75,206.05,111.55,,342.55
640.45,345.35,1737.8,705.35,286.45,759.4,6885.6,1151.3,1929.4,800.1,235.9,59.2,66.5,500.65,654.1,72.55,56.3,81.2,242.25,316.55,6.05,639.75,1314,113.95,515.15,2475.25,187.1,108.2,,344.2
633.8,344.3,1660.25,683.55,289.45,741.2,6756.45,1101.3,1913.2,788.7,210.55,59.35,66,507.15,640.9,70.15,53,84.15,247.6,332.75,5.9,640.15,1290.35,112.55,501.7,2431.35,189.05,103,,316.2
629.65,342.3,1658.3,679.95,288.5,733.75,6812.2,1062.65,1903,774.8,188.4,59.25,65.7,500.85,641.3,69.6,53.3,83.4,242.5,327.25,5.9,627.55,1299.15,110.15,492.35,2404.05,172.25,105.35,,306.45
622.35,340,1686.75,657.6,286,729.95,6771.3,1054.7,1843.65,778.2,192.9,59.15,64.75,509.85,632.2,69.45,52.85,83.4,238.5,322.6,6.15,617.95,1279.65,110.55,490.25,2408.1,166.7,105.9,,289.5
621.3,342,1741.45,649.8,287.75,736.25,6768.3,1045.75,1848.5,791.6,190.3,59.15,65.8,524.75,648.35,69.25,53.25,83.6,249.85,342.8,6.1,643.1,1283.25,110.75,495.1,2388.8,169.95,105.6,,275.3
609,339.75,1694.45,648.75,287.55,733.75,6723.2,1030.8,1853,791.25,183.85,58.9,65.65,526.7,615.4,69,54.85,83.25,254.1,341.95,6.05,618.3,1284.05,112.6,482.5,2322.65,169.9,102.75,,269.65
603.7,341.35,1702.1,633.6,280.9,728.2,6717.3,1044.9,1799.1,806.9,184.1,59.45,66.15,506.95,620.1,68.9,51.75,81.35,250.45,331.7,6.05,692.2,1295.1,108.95,472.9,2325.6,169.2,101.6,,274.65
635.15,352.1,1698.4,644.75,283.5,749.5,6798.7,1087.8,1871,829.75,185.2,59.6,70.9,522.1,649.35,77.6,52.75,82.95,250.8,351.05,6.3,745.35,1317.4,107.9,462.75,2438.2,171.55,105.05,,282.75
610.35,360.25,1671.9,659.6,278.95,746.3,6697,1057,1894.8,830.5,207.1,59.7,72.55,519.5,651.45,77.75,53.4,80.25,252.9,350.55,6.25,745.65,1340.25,110.7,472.5,2485.7,173.85,107.45,,286.5
629.25,374.25,1769.25,686.4,280.1,765.95,6616.4,1061.25,1938.15,844.6,225.1,59.2,73.65,540.25,650.75,76.55,55.25,81.7,267.3,358.65,6.25,752.55,1362.35,113.8,484.6,2493.45,175.05,111.15,,308.55
615.4,367.85,1762,666.7,277.4,756.05,6711.75,1056.25,1935.75,854.45,231.55,59.35,74.3,532.6,672.3,76.35,58.45,82.55,279.25,360.75,6.25,764.6,1368.85,116.55,505.5,2517.1,178.6,115.05,,310.75
607.1,369.75,1824.4,662.25,283.25,783.55,7135.45,1074.9,1913.45,871,231.4,59.15,69.05,548.5,663.2,76,58.85,82.7,281.85,375.45,6.3,758.65,1394.4,118.65,498.55,2822.9,179.25,113.85,,308.6
563.05,372,1792.9,666,279.6,775.45,7177.25,1090.3,1890.85,863.7,220.35,59.75,70.4,540.2,618,75.3,62.55,80.5,284,359,6.3,758.05,1421.15,120.55,505.7,2432.1,174.7,110.95,,312.5
530.8,375.15,1805.9,666.45,277.3,778.4,7075,1104.1,1932.7,846.25,228,59.3,70.6,523.35,607.55,75.65,62.2,82.55,272.6,357.9,6.1,750.8,1404.8,123.1,501.7,2401.6,171.45,108.6,,320.4
533.35,375.15,1815.85,675.5,280.05,792.9,7127.9,1110.7,1942.15,850.15,230.5,59.55,70.95,513.9,609.8,75.95,64.1,83,274.75,359.4,6.2,755.15,1417.45,123.05,502.25,2417.6,174.3,110.3,,329.75
526.95,367.35,1816.1,659.5,277.25,795.25,7283.5,1093.45,1909.2,847.65,232.65,61.2,71.65,538.9,623.8,75.9,65.65,82.75,275,354.6,6.2,766.05,1446.75,122.25,502,2378.7,177,114,,335
531.85,364.75,1795.9,664.2,273.85,780.9,7087.8,1080,1914.85,894.75,241.55,60.4,70.5,535.45,618.05,74.55,66.4,80.8,275.4,349.85,6.05,765.85,1387.25,122.95,499.45,2375.15,172.3,117.7,,338.1
528.1,365.35,1824.7,665.7,276.85,790.05,7150.45,1099.45,1934.95,897.5,237.2,59.95,70,543.8,611.3,76.05,65.55,81.5,272,357.05,6,772.3,1397.15,132.95,503.7,2333.35,171.7,122.3,,335.05
519.55,352.55,1839.15,653.2,276.45,769.6,7369.05,1097.95,1880.65,892.2,238.9,60.6,70.75,542.35,613.75,77.95,65.55,81.7,270.35,350.7,5.8,765.05,1419.7,128.6,500.75,2309.1,166.95,118.45,,335.25
519.15,347.55,1853.6,656.4,274.5,766.5,7478.3,1096.85,1872.85,920.8,244.35,60.75,71.15,553,596.6,76.7,60.5,81.15,271.85,352.25,5.7,765.3,1410.15,125.25,493.15,2260.35,167.1,116,,335.15
530.6,342.2,1889,650.85,276.55,767.6,7341.2,1127.4,1886.6,921.35,225.35,60.9,73.2,552.55,608.15,76.8,59.5,80.65,267.9,329.95,5.65,774.45,1417,126.15,505.65,2434.8,166.6,116,,331.45
528.25,334.7,1899.35,651.7,284.5,781.35,7411.65,1150,1902.45,920.55,231.4,60.75,73.3,561.65,617.05,77.35,59.65,80.25,266.75,352.95,5.4,782.1,1433.9,127.1,483.7,2413.4,165.75,129.45,,324.65
520.7,344.05,1876.8,641.4,283.85,782.6,7333.95,1137.4,1878.25,915.45,225.3,60.25,71.3,547,609.05,78.3,59.3,77,266.25,356.4,5.4,789.1,1403.9,125.1,482.05,2391.35,163.85,135.45,,318.85
522.15,345.05,1868.15,619.1,281.75,769.1,7424.5,1112.9,1812,926.55,234.85,60.3,72.7,560.3,621.35,78.15,58.7,76.25,265.75,363.5,5.55,804.5,1418,125.2,474,2396.65,164.1,140.05,,308.65
517.95,344.75,1873.7,620.75,280.5,746.1,7411.1,1102.85,1812.55,915.75,232.75,59.95,71.7,549.35,600.05,74.9,57.65,74.4,265.3,357.1,5.55,814.85,1415.75,125.55,467.2,2377.25,168.35,133.5,,315.3
522.1,339.8,1884.65,621.45,285.65,747.9,7554.7,1109.75,1846.1,916.4,222.4,60.15,71.25,559.3,602.4,75.55,56.55,76.15,266.7,352.2,5.4,808.15,1436.5,125.1,460.6,2402.2,169.2,145.15,,317.8
517.65,347.35,1901.7,638.9,284.85,751.75,7647.6,1128.2,1890.25,914.3,222,60.2,72.45,545.35,611.8,75.65,56.8,76.6,268.2,355.95,5.6,816.35,1442,125.15,455.4,2382.4,170,146.55,,310.85
515.3,339.05,1928,666.4,282.2,748.4,7574.2,1152.65,1983.9,922.95,208.95,59.9,69.6,536.45,610.65,74.4,55.65,73.4,267.5,362.05,5.45,816.45,1461.9,127.1,471.3,2332.05,173.35,142.6,,306.75
524.7,339.2,1956.3,661.05,287.55,773.2,7546.75,1168.5,1960.55,931.4,199.95,60,69.65,552.75,616.25,75.2,54.9,74.95,260.6,348.25,5.1,826.2,1452.45,133,472.5,2351.6,177.45,142.85,,305.95
540.85,343.05,1989,667.45,285.8,790.9,7661.6,1167.55,1968.25,927.1,212.75,59.5,69.9,553.95,591.55,76.1,52.9,73.9,263.15,331.3,5.15,809.5,1436,130.6,472.85,2348.55,174.35,136.15,,306.4
535.8,355.65,1980.75,670.35,282.95,761.05,7779.95,1156.45,1982.4,936.25,217.7,59.4,71.45,556.7,595.15,82.55,53.7,73.25,261.95,331.9,5.55,803.45,1522,128.65,473.4,2349.2,176.6,136.1,,301.5
546.45,354.35,1939.45,685.25,281.85,740.3,7721.65,1152.3,2010.85,923.8,224.2,59.8,69.55,552.85,590.05,81.5,55.75,73.25,258.8,329,5.45,812.65,1487.2,128.95,476.5,2334.6,178.05,136,,302.9
528.45,349.35,1973.3,681.4,275.35,718.05,7554.05,1155.15,2006.75,920.25,210.9,60.7,68.95,551.65,573.85,80.45,54.8,71.45,259.1,307.35,5.25,799.2,1478.45,124.85,472.8,2314.3,177.6,138.2,,298.5
515.3,349,1945.8,668.5,273.05,710.95,7209.7,1123.65,1992.7,905.75,205.65,60.25,66.1,537.2,590.7,79.4,53.05,71,252.55,299.5,5.2,773,1490.85,120.55,468.9,2316.6,179.75,134.95,,311.45
513.6,334.7,1951.35,682.8,274.05,721.1,7313.95,1133.8,1995.2,916.6,202.6,60.25,66,543.75,594.45,79.45,51.8,71.15,248.3,307.95,5.15,790.2,1485.6,119.55,472.35,2291.15,183,136.75,,312.1
512.55,332.05,1906.5,669.2,270.45,710.55,7350.5,1090.25,1975.8,907.1,198.2,60.15,64.85,534.65,575.05,77.65,48.75,71,248.95,297.5,5.1,763.9,1477.1,125.05,466.05,2193.15,180.45,139,,305.1
518.7,332.55,1905.25,674.5,274.7,722.35,7305.35,1097.55,2000,933.15,206.45,60.85,68.7,552.75,559.75,79.15,49.9,72,248.5,292.65,5.3,789.8,1500.25,126.8,470.35,2261.2,184.15,136.95,,315.4
531.3,344.45,1940.2,678.5,276.05,750.8,7471.85,1110.5,2016.8,929.95,213.85,61.2,70.8,569.05,566.8,79.1,52.05,73.85,250.5,296.15,5.3,813.5,1544.4,130.3,474.75,2321.35,188.3,143.05,,318
527,346.45,1942.05,697.75,275.3,759.2,7670.5,1107.05,1982.6,944.15,218.45,61.55,71.35,568.7,560.7,78.7,53.65,74,254.55,286.95,5.25,864.25,1535.1,130.85,503.5,2331.4,184.2,140.65,,318.05
521.75,351.25,1904.1,706.05,275.75,757.25,7662.15,1112.2,1989.75,931.5,216.65,61.05,72.65,578.75,575.55,79.3,52.7,72.95,253.3,291.95,5.3,849.65,1557.4,128.15,513,2319.55,185.55,137.3,,317.85
523.65,353.15,1960.35,694.4,279.85,756.35,7734.05,1129.9,1994.3,935.3,218,61.15,72.85,567.65,574.4,77.9,53,72.95,262.25,288.15,5.3,857.15,1562,127.6,509.4,2422.75,183.4,136.1,,315.3
522.9,354.5,1952,676.6,278.15,770.95,7772.35,1136.4,1987.85,933,214.05,61.8,74.25,561.35,588.85,78.65,53.4,73.15,259.9,295.15,5.35,852.3,1555.5,131.6,509.8,2516.4,177.6,136.4,,311.5
524.75,358.5,1981.7,664.85,283.45,782.65,7936,1136.8,1968.45,929.2,227.4,62,76.95,573.2,596.9,79.5,58.75,74.55,264,299.2,5.45,853.4,1554.6,134.75,510.75,2477.6,184.8,135.25,,308.95
520.25,353.15,1974.7,667.05,282.65,795.45,7807.05,1128.45,1954.05,926.75,238.15,61.5,76.1,576.85,596.85,80.25,58.3,77.7,263.7,302.65,5.5,858.15,1573.2,130.85,517,2477.3,183.25,136.95,,305.5
516.65,345.05,1948.6,646.2,276.75,781.15,7536.3,1100.2,1895.8,900.05,240.65,61.85,76.35,569.95,590.9,76.45,55.9,74.7,260.4,307.6,5.5,859.5,1564.5,125.95,506.5,2412.2,178.6,136.75,,301.6
518.8,347.7,1902.15,649,276,788.65,7529.15,1089.15,1918.5,879.85,234.6,61.3,76.7,555.2,576.95,76.8,54.15,72.8,264.35,307.5,5.5,834.7,1543.7,124.65,503.35,2389.4,174.3,135.25,,301.75
514.3,353.4,1933.35,644.05,276.65,787.7,7569.1,1098.35,1889.2,889.15,237.95,61.2,77.75,549.6,575.3,75.95,54.6,75.4,262.5,303.4,5.45,833.65,1548.7,122.95,495.4,2362.7,171.7,130.05,,298.15
517.9,356.45,1948.85,656.8,280.75,795.65,7499.95,1120.2,1908.95,887.65,239.65,61.15,77.95,551.15,586.2,77,53.9,74.95,265.05,302.8,5.45,827.7,1583.65,124.05,494.4,2383.7,173.75,124.1,,301.1
522,356.3,1979.95,656.95,282.25,803.55,7505.55,1125.55,1896.05,922.7,240.35,61.45,78.45,551.3,615.3,77.1,56.7,74.9,265.1,311.95,5.45,837.05,1585.1,125,497.4,2400.2,177,122.95,,300.1
519.5,360.3,1968.35,658.95,281.65,803.85,7465.5,1121.25,1893.05,931,249.4,61.25,78.1,553.5,607.75,76.8,57.75,75.5,267.25,316.2,5.4,844.75,1604.55,124.4,504.5,2403.5,177.85,125.65,,302.65
523.05,362.15,2009,665.05,282.7,773.35,7476.8,1121,1902.8,928,246.35,61.45,79.8,555.45,607.85,76.7,57.5,75.05,271.65,316.6,5.45,842.95,1594.6,124.95,513.55,2392,176.45,126.9,,302.45
514.55,350.3,1980.65,669.05,280.6,741.7,7267.85,1106.4,1923.3,932.15,241.7,61.35,77.85,537.85,604.6,74.85,58,73.95,275.35,305.95,5.35,817.3,1587.55,123.4,506.35,2407.15,174.9,124.85,,301.55
512.4,349.95,1936.85,669.15,278.85,718.3,7203.95,1092.75,1899.95,931.2,235.65,61.35,77.85,536.35,585.1,74.2,58.2,72.15,274.3,289.25,5.3,811.55,1530.7,124.1,497.75,2370.4,171.65,112.55,,295.25
512.8,353.15,1972.6,661.05,280.95,725.6,7234.5,1098.65,1876.85,928.45,238.05,61.45,81.3,536.15,592.2,75.05,58.9,72.15,278.05,296.8,5.45,822.3,1573.2,126.4,490.05,2338.8,171.3,120.3,,295.55
514.05,357.1,1972.9,671.7,281.65,729.55,7362.05,1104.75,1897.9,944.05,228.8,61.3,80.55,541.75,595.35,74.7,61.05,71.9,273.55,299.45,5.35,813.9,1583.15,127.05,494.05,2390.15,172.75,126.85,,295.75
513.65,354.6,1958.95,670.05,284.25,723.4,7439.5,1104.65,1893.55,946.15,231.1,61.9,81.7,539.6,599.85,74.95,62.45,72.05,270.55,301.9,5.35,814.9,1604.65,135.25,489.7,2373.65,173.55,129.9,,308.35
510.1,341.35,1994.95,676.1,290.4,726.3,7492.9,1110.75,1886.95,952.95,227.15,64.65,80.7,535.15,588.9,74.35,61.6,71.3,266.2,300.6,5.35,804.8,1612.7,134.25,489.35,2364.5,175.1,121.45,,305.1
513.25,343.9,1980.1,679.7,289.6,733.2,7391.6,1107.5,1888.55,966.7,224.1,62.7,81.25,539.35,590.05,74.9,61.25,71,266.5,305.95,5.45,809.2,1636.25,133.4,488.25,2337.35,184.55,119.35,,298.15
510.2,338.6,1991.4,683.5,295.35,727.9,7320.5,1098.05,1842.55,959.3,222.45,63.35,80.65,542.2,588.9,75,61,70.6,270.75,307.7,5.35,816.1,1644.95,130.7,484.05,2321.25,185,117.75,,297.55
511.95,324.9,1969.2,701.9,294.3,724.55,7408.7,1096.8,1813.25,957.5,220.9,62.7,82.5,540.7,579,74.3,59.7,69.3,271.65,306.3,5.3,814.85,1637.05,130.75,479.75,2294.1,182.95,117.05,,297.2
514.95,324.55,1992.15,726.6,296.55,726.9,7355.15,1129.65,1867.8,968.3,223.75,61.75,81.95,531.05,579.55,75.05,59.8,70.4,272.35,310.1,5.3,815.2,1660.55,135,481.3,2320.7,180.15,109.85,,305.05
511.5,325.5,1975,736.8,294.05,726.25,7310.25,1135.9,1870.15,961.2,223.1,61.95,84.25,533.3,573.45,76.5,59.65,70.85,274.7,314.2,5.3,815.85,1646.65,130.75,479.7,2332.8,182.9,,,306.9
509.6,332.4,2004.55,733.35,293.95,734.65,7336.25,1134.45,1894.3,961.55,219.8,60.7,84.55,534.65,564.95,76,58.95,70.35,277.2,296.45,5.3,809.45,1634.1,135,470.45,2344.85,184.8,,,312.4
509.4,322.15,2006.85,730.95,291.45,734.95,7357.95,1184.35,1900.65,960.95,216.05,58.2,82.85,535.15,525.2,76,57.95,69.35,280.45,298.3,5.25,806.95,1621.05,133.75,468.6,2320.65,179.15,,,306.15
509.25,327.8,2004.45,745,289.9,730.3,7208.4,1237.7,1908.7,962.75,211.8,56.35,80.25,536.55,512.1,75.95,56.85,69.05,287.05,289.65,5.25,805.95,1614.9,130.25,470.45,2292.35,173.65,,,313.1
507.1,332.9,1979.4,745.35,289.75,708.5,7068.85,1235.15,1901.9,982.65,205.3,57.1,78.6,540.15,519.25,76.35,57.65,69.05,282.8,279.3,5.2,812.85,1598.65,124.6,468.65,2255.5,170.75,,,316.85
509.3,334.2,1958.25,731.65,277.3,695.85,7045.4,1226.3,1875.6,962.15,209.6,56.6,77.75,532.75,529.45,75.2,57,69.15,285.65,281.75,5.15,813.9,1607.2,123.55,464,2237.75,170.7,,,321.35
500.7,333.6,1971.1,732,278.9,697.3,7040.6,1247.45,1901.55,969.65,207.65,56.05,78.1,538.7,527,74.55,56.15,69.65,282.9,282.15,5.15,796.15,1600.4,120.95,459.05,2226.15,167.95,,,321
507.65,334.9,1977.8,730.35,279.2,683.5,6513.4,1246,1920.8,978,209.1,54.9,76.6,532.45,505.85,73.95,56.5,68.5,272.6,270.7,5.05,774.4,1561.8,123.55,454.65,2196.3,166.15,,,318.3
492.15,333.2,1946.9,727.95,274.75,673.05,6511.05,1229.55,1955,958.65,184.9,53.6,76.1,534.1,532.35,70.95,55.9,68.75,272.65,257.5,4.95,746.65,1577.2,118.75,436.95,2092.5,164.25,,,316.2
505.05,323.6,1922.3,727.9,278.45,669.65,6526.95,1210.65,1982.75,966.1,169.7,56.25,77.3,541.35,533.45,71.05,58.2,68.15,271.45,265.45,4.95,763.35,1607.65,120.8,426.85,2046.8,165.5,,,316.95
505.8,321.6,1885.8,725.9,275.5,678.65,6548.25,1195.7,1981.4,968.9,161.45,54.4,77.25,541.6,533.65,68.15,60.05,68.35,278.6,269.2,5,764,1599.95,121.85,456.7,2065.2,164.3,,,327.65
517.3,332.15,1922.35,749.55,278.65,680.05,6641.15,1227.15,2014.1,995.8,135.9,55.4,77.5,541.1,530.1,71.3,58.7,67.85,283.55,268.95,4.7,754.35,1605.35,119.7,458.2,2478.2,162.45,,,321.05
521.35,333.5,1961.25,757.05,280.85,688.4,6962.3,1249.95,2029.95,991.55,111.2,52.75,73.9,553.65,532.15,71.5,57.85,67.5,286.9,267.1,4.9,742.65,1569.6,121.15,467,2362.9,167.45,,,326.6
509.6,329.75,1978.5,755.9,277.1,674.45,6988.2,1290.9,2050.25,1025.75,115.5,50.5,73.15,544,524.1,70.55,56.2,65.25,294.7,227.1,4.75,743.05,1577.15,119.2,474,2431.4,162.15,,,325
508,332.1,1981.4,754.85,274.15,684.9,7093.6,1291.55,2044.55,1066.7,122.3,47.05,73.4,533.55,522,69.9,53.4,64.05,305.55,227.25,3.6,728.5,1596.95,117.3,474.85,2401.2,162.15,,,325.35
534.95,339.8,1987.95,763.3,277.7,695.1,7183.4,1310.25,2074.8,1059.05,119.35,43.9,75.2,528.65,543.55,70.4,53.7,65.25,299.7,154.3,3.85,711.1,1593.5,116.95,476.6,2319.85,162.75,,,326.55
532.9,339.95,1969.65,764,280.3,700.9,7302.55,1290.4,2082.9,1056.8,115.7,43.95,75.65,538.1,532.35,69.6,54.65,66.9,301.15,110.65,3.95,653.7,1565.25,117.2,515.15,2303.25,169.6,,,328.85
534.25,336.35,1944.65,760.9,275.5,682.1,7134.25,1277.7,2061.4,1053.25,109.15,43.2,71.2,531.6,521,68.75,54.6,65.45,286.45,118.15,3.7,687.55,1510.1,114.6,482.1,2226.8,170.65,,,333.55
543.3,328.4,1948.2,762.8,277.1,647.55,7177.9,1253.25,2065.9,1056.4,104.85,43.1,70.85,524.45,574.05,65.55,53.35,63.8,273.85,115.5,3.45,687.75,1494.95,112.6,479.85,2145.85,166.5,,,325.95
543.3,325.7,1905.05,750.45,275.3,648.7,7162.5,1256.4,2051.6,1066.25,106.45,43.3,71.35,522.3,560.8,66.3,53.9,63.85,269.3,112.65,3.45,695.1,1454.9,111.1,463.95,2098.2,164.65,,,330.3
